customer_id,gender,marital_status,income,age,customer_since_months,customer_rel_dur_segment,city_grp,occupation_adm-clerical,occupation_armed-forces,occupation_craft-repair,occupation_exec-managerial,occupation_farming-fishing,occupation_handlers-cleaners,occupation_machine-op-inspct,occupation_other-service,occupation_priv-house-serv,occupation_prof-specialty,occupation_protective-serv,occupation_sales,occupation_tech-support,occupation_transport-moving,policy_deductable,policy_annual_premium,umbrella_limit,incident_severity,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,months_ago_incident_date,years_auto_old,bodily_injury_single_limit,bodily_injury_total_limit,net_captial,incident_hour_of_the_day_evening,incident_hour_of_the_day_morning,incident_hour_of_the_day_night,property_damage_no,property_damage_yes,police_report_available_no,police_report_available_yes,collision_type_front collision,collision_type_rear collision,collision_type_side collision,authorities_contacted_ambulance,authorities_contacted_fire,authorities_contacted_none,authorities_contacted_other,authorities_contacted_police,motor_addon
sb3001341,1,0,43330,33,24.0,1,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,1437.33,0,0.2,1,1,2,70400,12800,12800,44800,80000,63.0,20,100,300,25000,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,single vehicle collision
sb3001342,1,0,80963,46,49.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,988.29,0,0.2,1,2,2,57860,0,10520,47340,48000,63.0,12,250,500,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,single vehicle collision
sb3001343,1,0,40042,37,59.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1238.89,0,0.2,1,0,2,6240,960,960,4320,36000,64.0,9,500,1000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001344,1,1,64370,49,32.0,0,t0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,1384.64,5000000,0.2,1,2,2,66600,16650,11100,38850,32000,64.0,8,100,300,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001345,1,1,37362,37,68.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,1595.07,0,0.2,1,0,2,70920,11820,11820,47280,72000,63.0,18,100,300,75800,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,single vehicle collision
sb3001346,1,0,42016,43,77.0,0,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1127.89,6000000,0.2,1,2,0,39480,6580,6580,26320,72000,64.0,18,250,500,23600,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001347,1,1,46434,41,86.0,0,t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,929.7,6000000,0.2,1,2,2,63240,10540,5270,47430,60000,64.0,15,500,1000,-27900,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,single vehicle collision
sb3001348,0,0,30095,36,73.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1829.63,0,0.2,3,1,0,67650,12300,6150,49200,44000,63.0,11,100,300,56700,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001349,0,0,77099,32,19.0,1,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,904.7,7000000,0.2,1,1,2,74200,14840,14840,44520,72000,63.0,18,100,300,46300,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001350,0,1,55458,34,95.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1243.84,0,0.2,1,1,2,64900,12980,12980,38940,36000,64.0,9,500,1000,-25500,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,single vehicle collision
sb3001351,0,0,44470,34,82.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1030.95,0,0.2,3,1,0,35900,7180,3590,25130,52000,63.0,13,500,1000,47200,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001352,0,1,38476,36,101.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1285.03,3000000,0.2,1,1,2,52200,5220,10440,36540,36000,63.0,9,100,300,-41500,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,single vehicle collision
sb3001353,1,0,30473,33,76.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1216.56,0,0.2,1,0,2,78000,6500,13000,58500,80000,64.0,20,100,300,-15800,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001354,0,1,71078,50,98.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,966.26,0,0.2,3,0,0,67200,6720,6720,53760,100000,63.0,25,500,1000,23600,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001355,0,1,37363,48,52.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1203.17,0,0.2,1,0,0,63250,11500,5750,46000,92000,63.0,23,100,300,-8900,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,single vehicle collision
sb3001356,1,1,37739,33,68.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1212.12,0,0.2,3,1,1,68760,11460,5730,51570,100000,64.0,25,250,500,65600,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001357,0,0,65673,37,29.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1573.93,0,0.2,3,0,2,65040,10840,10840,43360,40000,64.0,10,250,500,30400,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001358,0,1,49976,33,55.0,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,1609.67,0,0.2,1,1,2,82800,20700,13800,48300,64000,64.0,16,100,300,-13200,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,single vehicle collision
sb3001359,0,0,69795,41,72.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1097.57,0,0.2,1,1,0,61700,6170,6170,49360,60000,63.0,15,500,1000,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,single vehicle collision
sb3001360,1,1,34494,30,98.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,1618.65,2000000,0.2,3,2,1,78100,15620,7810,54670,92000,63.0,23,250,500,-42600,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001361,0,0,84797,32,66.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,922.67,0,0.2,3,2,1,65520,9360,9360,46800,36000,64.0,9,100,300,47400,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001362,1,1,63711,50,83.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1342.02,0,0.2,1,0,2,4500,450,450,3600,84000,63.0,21,100,300,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,parked car
sb3001363,1,0,71596,32,83.0,0,t0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1195.01,0,0.2,3,0,2,42700,0,6100,36600,36000,64.0,9,100,300,6400,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001364,1,0,43556,42,120.0,0,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,994.74,0,0.2,1,2,2,5580,620,620,4340,60000,64.0,15,500,1000,-55300,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,parked car
sb3001365,0,0,33318,49,111.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1050.24,0,0.2,1,0,0,3600,360,720,2520,28000,63.0,7,100,300,30700,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,parked car
sb3001366,1,0,75348,42,71.0,0,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1313.51,7000000,0.2,1,2,0,2800,280,280,2240,20000,63.0,5,250,500,68500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001367,1,0,80658,33,66.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1102.29,0,0.2,1,1,0,54000,6000,6000,42000,96000,64.0,24,500,1000,35100,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,single vehicle collision
sb3001368,1,1,57963,36,59.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1185.78,0,0.2,1,0,2,48950,4450,8900,35600,36000,63.0,9,250,500,-60700,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,single vehicle collision
sb3001369,1,0,41389,44,57.0,0,t0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,1527.95,0,0.2,4,0,1,77800,15560,15560,46680,72000,63.0,18,500,1000,69400,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001370,1,1,71569,39,80.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1366.39,0,0.2,3,2,1,52560,11680,5840,35040,100000,64.0,25,100,300,-22400,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001371,1,0,41901,46,44.0,0,t2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,1403.9,0,0.2,2,1,2,44110,4010,8020,32080,20000,64.0,5,500,1000,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001372,1,1,69392,36,44.0,0,t0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,927.23,0,0.2,1,1,2,74360,13520,6760,54080,44000,64.0,11,500,1000,51500,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001373,0,1,73091,33,122.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1554.86,6000000,0.2,1,1,2,6120,680,680,4760,72000,63.0,18,250,500,59000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,parked car
sb3001374,1,0,40373,36,71.0,0,t1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,736.07,6000000,0.2,4,0,0,62280,5190,10380,46710,32000,63.0,8,500,1000,45700,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001375,1,0,41293,45,49.0,0,t0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,974.16,6000000,0.2,3,1,0,26730,4860,4860,17010,56000,63.0,14,250,500,-56800,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001376,1,0,59111,30,44.0,0,t1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,973.8,0,0.2,1,1,0,66200,6620,6620,52960,28000,64.0,7,500,1000,-85900,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001377,1,1,83752,42,70.0,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1260.32,6000000,0.2,1,1,2,45500,9100,4550,31850,44000,63.0,11,100,300,-79800,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001378,0,1,44267,46,62.0,0,t1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,1464.03,0,0.2,3,2,0,53040,4420,4420,44200,56000,63.0,14,100,300,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001379,0,0,60519,34,55.0,0,t0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,617.11,0,0.2,3,1,2,50800,10160,5080,35560,28000,64.0,7,100,300,-54100,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001380,0,1,42301,33,60.0,0,t0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,1724.46,6000000,0.2,3,1,2,44200,4420,4420,35360,24000,64.0,6,250,500,81800,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001381,1,1,60914,35,65.0,0,t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1161.31,0,0.2,1,1,2,62920,11440,5720,45760,32000,64.0,8,500,1000,40500,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001382,1,1,60116,35,90.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1091.73,0,0.2,3,0,2,49950,5550,5550,38850,64000,64.0,16,250,500,-6200,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001383,0,0,53477,40,20.0,1,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1209.07,0,0.2,1,0,1,56430,6270,6270,43890,100000,63.0,25,250,500,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001384,1,1,45305,37,73.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,1241.04,0,0.2,1,2,2,100210,18220,18220,63770,24000,64.0,6,250,500,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,single vehicle collision
sb3001385,0,0,76757,42,93.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1757.21,0,0.2,3,1,0,49140,5460,5460,38220,52000,63.0,13,500,1000,46400,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001386,1,1,61938,40,43.0,0,t1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,802.24,0,0.2,1,0,1,66840,16710,5570,44560,24000,63.0,6,250,500,-62500,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,single vehicle collision
sb3001387,0,1,68966,48,123.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1342.72,0,0.2,1,1,2,62460,6940,6940,48580,68000,63.0,17,500,1000,-45300,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001388,1,1,74618,40,86.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1209.41,5000000,0.2,3,0,1,62810,11420,11420,39970,84000,63.0,21,100,300,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001389,1,1,45290,42,98.0,0,t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1141.71,2000000,0.2,1,1,2,54160,6770,6770,40620,44000,64.0,11,500,1000,-36700,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001390,1,0,68940,36,42.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1090.03,0,0.2,1,0,2,48400,9680,4840,33880,60000,64.0,15,100,300,-51000,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001391,1,0,41749,45,17.0,1,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1464.73,3000000,0.2,3,0,0,51480,5720,5720,40040,28000,64.0,7,250,500,18200,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001392,1,0,33850,31,37.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1118.58,0,0.2,3,2,1,51700,5170,10340,36190,68000,64.0,17,100,300,-36600,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001393,1,0,32583,38,96.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1117.04,0,0.2,3,1,2,65520,10920,5460,49140,44000,64.0,11,250,500,-42700,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001394,0,1,63311,38,42.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,1257.83,7000000,0.2,4,2,2,47700,4770,9540,33390,36000,63.0,9,500,1000,-900,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001395,0,1,53314,36,37.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,1082.72,0,0.2,1,2,0,5220,580,580,4060,20000,64.0,5,250,500,3900,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001396,0,1,51680,37,90.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1191.8,6000000,0.2,1,1,0,73320,6110,12220,54990,32000,64.0,8,100,300,55600,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,single vehicle collision
sb3001397,0,0,65265,36,56.0,0,t1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,1242.02,0,0.2,1,0,2,74900,14980,7490,52430,68000,63.0,17,100,300,-28800,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,single vehicle collision
sb3001398,0,1,57713,32,41.0,0,t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1075.71,0,0.2,1,0,1,3190,580,290,2320,20000,63.0,5,250,500,-47400,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,vehicle theft
sb3001399,0,1,33155,40,106.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,969.88,6000000,0.2,1,1,0,76920,12820,6410,57690,72000,64.0,18,100,300,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001400,0,1,32253,46,68.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,1459.93,0,0.2,2,1,2,77990,7090,14180,56720,32000,63.0,8,250,500,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001401,1,0,81286,35,89.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1245.61,0,0.2,1,1,0,59670,9180,9180,41310,48000,63.0,12,500,1000,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001402,1,0,77598,45,106.0,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1462.76,0,0.2,3,2,0,44880,8160,4080,32640,64000,63.0,16,100,300,32300,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001403,1,1,35591,39,71.0,0,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,1398.46,0,0.2,1,0,2,82830,7530,15060,60240,64000,63.0,16,100,300,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,single vehicle collision
sb3001404,1,1,80449,36,38.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1269.64,0,0.2,1,1,2,84480,7680,15360,61440,32000,63.0,8,500,1000,48800,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001405,1,1,36534,40,93.0,0,t1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1455.65,4000000,0.2,3,2,2,79800,15960,7980,55860,84000,63.0,21,100,300,-66300,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001406,0,0,33350,33,56.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,1140.31,0,0.2,3,0,2,53020,9640,9640,33740,84000,63.0,21,500,1000,-35400,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001407,1,0,37190,41,102.0,0,t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1330.46,0,0.2,3,0,0,24200,2200,4400,17600,48000,64.0,12,500,1000,-9300,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001408,0,0,56617,31,95.0,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1190.6,0,0.2,1,1,2,43230,7860,7860,27510,76000,64.0,19,250,500,-45300,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,single vehicle collision
sb3001409,0,0,37134,36,43.0,0,t2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,972.5,0,0.2,1,2,2,3190,290,580,2320,100000,64.0,25,250,500,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001410,0,1,30375,38,103.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,1161.91,0,0.2,1,0,2,5850,1300,650,3900,56000,64.0,14,100,300,-50400,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,parked car
sb3001411,0,0,82762,50,109.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1117.17,0,0.2,1,2,0,6820,620,1240,4960,60000,63.0,15,250,500,-29900,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,parked car
sb3001412,1,0,47977,40,59.0,0,t2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1101.51,0,0.2,3,2,2,69480,11580,11580,46320,48000,63.0,12,250,500,64000,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001413,1,0,41986,30,70.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1523.17,0,0.2,3,1,2,94560,7880,15760,70920,100000,63.0,25,100,300,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001414,0,0,43200,38,82.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,984.45,0,0.2,1,1,2,7800,780,780,6240,92000,64.0,23,500,1000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001415,1,1,70020,31,50.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1257.0,4000000,0.2,1,1,2,61270,5570,11140,44560,84000,64.0,21,500,1000,20200,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001416,0,1,30042,34,62.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1434.51,0,0.2,1,0,2,71440,8930,8930,53580,60000,63.0,15,500,1000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,single vehicle collision
sb3001417,0,0,70803,48,33.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1628.0,0,0.2,1,1,2,55600,11120,5560,38920,44000,64.0,11,250,500,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001418,0,0,79879,42,122.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1412.31,0,0.2,1,1,2,5000,1000,500,3500,60000,63.0,15,500,1000,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001419,1,1,40175,31,112.0,0,t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1362.87,5000000,0.2,1,2,0,95810,14740,14740,66330,52000,63.0,13,250,500,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,single vehicle collision
sb3001420,1,1,77843,46,20.0,1,t0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1134.68,0,0.2,1,2,2,69300,6930,13860,48510,96000,64.0,24,100,300,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001421,0,0,38043,45,79.0,0,t2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1306.78,0,0.2,1,1,0,81120,13520,20280,47320,100000,64.0,25,250,500,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001422,0,0,31397,44,29.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1021.9,0,0.2,1,0,0,91260,14040,14040,63180,32000,63.0,8,500,1000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001423,0,0,45017,34,80.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1538.6,0,0.2,1,0,0,60600,6060,12120,42420,64000,64.0,16,100,300,-54700,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001424,1,1,42468,42,54.0,0,t0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1354.5,0,0.2,3,0,2,64800,6480,12960,45360,80000,64.0,20,500,1000,52800,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001425,1,0,73799,42,32.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,1282.93,0,0.2,4,0,0,66880,6080,12160,48640,96000,63.0,24,500,1000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001426,1,1,30284,42,95.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1346.27,0,0.2,1,0,2,58200,5820,5820,46560,28000,64.0,7,500,1000,-46500,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001427,0,0,47379,38,45.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1338.4,4000000,0.2,1,1,0,60570,6730,6730,47110,36000,63.0,9,100,300,63600,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,single vehicle collision
sb3001428,0,0,74017,42,17.0,1,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,949.44,0,0.2,3,0,0,69680,8710,8710,52260,48000,64.0,12,100,300,-38400,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001429,1,1,83229,49,72.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,977.4,0,0.2,1,2,2,55700,5570,11140,38990,24000,64.0,6,500,1000,82200,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001430,0,0,80405,39,41.0,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1181.46,10000000,0.2,4,1,2,62370,5670,5670,51030,76000,63.0,19,250,500,-67400,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001431,1,1,49166,36,86.0,0,t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1187.53,0,0.2,3,0,0,54340,9880,0,44460,60000,63.0,15,500,1000,29900,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001432,0,1,46247,42,17.0,1,t0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,845.16,0,0.2,1,1,0,55170,6130,6130,42910,60000,63.0,15,100,300,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001433,1,0,49056,45,106.0,0,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1442.27,0,0.2,1,2,2,58500,11700,5850,40950,84000,63.0,21,100,300,67900,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,single vehicle collision
sb3001434,1,1,84559,47,89.0,0,t0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,1276.43,0,0.2,1,0,2,59940,6660,6660,46620,100000,63.0,25,100,300,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,single vehicle collision
sb3001435,1,1,64047,34,103.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,1075.41,0,0.2,1,1,0,73400,7340,7340,58720,96000,63.0,24,250,500,55200,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,single vehicle collision
sb3001436,1,1,64973,39,86.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,1111.72,0,0.2,1,1,2,41850,4650,4650,32550,92000,63.0,23,100,300,54600,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001437,0,1,80280,42,22.0,1,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,814.96,6000000,0.2,1,2,2,6400,640,1280,4480,60000,63.0,15,500,1000,68500,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,parked car
