Card Type,Gender,customer_id,occupation,dob,income,city,marital_status
Silver,M,C1639,business,12/22/1971,1335541,Kolkata,unmarried
Silver,M,C1833,doctor,09/11/1975,1348195,Delhi,married
Silver,F,C1650,teacher,06/20/1987,1180125,Mumbai,married
Silver,F,C1287,teacher,08/06/1979,1548117,Chennai,married
Silver,F,C1296,lawyer,10/26/1979,1796153,Mumbai,married
Silver,M,C2113,engineer,04/17/1982,1314696,Chennai,married
Silver,M,C1490,doctor,06/26/1985,1974289,Mumbai,unmarried
Silver,M,C1923,teacher,07/21/1985,1050515,Kolkata,married
Silver,F,C1445,doctor,03/08/1971,1296895,Bangalore,married
Silver,F,C1887,lawyer,01/16/1972,1217231,Kolkata,married
Silver,M,C2119,lawyer,04/19/1986,734891,Kolkata,unmarried
Silver,M,C1824,business,11/20/1982,1697852,Mumbai,married
Silver,F,C1413,lawyer,12/18/1977,1842482,Delhi,unmarried
Silver,M,C1408,teacher,12/23/1988,1713286,Chennai,married
Silver,M,C1870,business,08/25/1982,1775648,Chennai,married
Silver,M,C1196,engineer,09/01/1971,1993336,Bangalore,unmarried
Silver,M,C1972,lawyer,09/17/1977,725082,Kolkata,married
Silver,F,C1969,engineer,06/15/1974,807673,Mumbai,unmarried
Silver,M,C1367,lawyer,04/15/1980,1698207,Mumbai,married
Silver,F,C1617,teacher,02/27/1972,1735359,Kolkata,married
Silver,F,C2178,business,12/08/1985,1815483,Bangalore,unmarried
Silver,M,C1081,teacher,01/15/1982,1934470,Mumbai,unmarried
Silver,M,C1160,doctor,06/24/1986,1453980,Bangalore,married
Silver,F,C1837,teacher,01/15/1984,922249,Mumbai,married
Silver,F,C1902,engineer,03/07/1983,1877876,Kolkata,unmarried
Silver,M,C1329,business,04/22/1980,899812,Delhi,married
Silver,F,C1328,lawyer,12/01/1973,1813892,Delhi,unmarried
Silver,F,C1435,doctor,01/14/1975,1546910,Kolkata,unmarried
Silver,F,C1349,teacher,06/13/1980,690993,Delhi,unmarried
Silver,M,C1035,business,12/08/1989,1217915,Delhi,unmarried
Silver,M,C1177,doctor,04/06/1970,1052090,Kolkata,unmarried
Silver,M,C1945,lawyer,08/22/1981,1675727,Chennai,unmarried
Silver,M,C1187,business,04/30/1979,1556990,Chennai,married
Silver,M,C2095,engineer,04/20/1973,939029,Delhi,unmarried
Silver,M,C2158,engineer,11/14/1977,995361,Bangalore,married
Silver,F,C1586,doctor,04/06/1972,670713,Delhi,married
Silver,F,C1287,teacher,08/06/1979,1548117,Chennai,married
Silver,M,C1430,engineer,02/03/1972,1578998,Chennai,married
Silver,M,C2138,lawyer,12/01/1986,1666438,Delhi,unmarried
Silver,F,C1330,lawyer,06/23/1973,928872,Kolkata,married
Silver,M,C2069,teacher,09/23/1982,1504925,Chennai,unmarried
Silver,M,C1056,engineer,05/06/1972,1718616,Bangalore,married
Platinum,F,C4567,business,08/14/1986,1087061,Chennai,married
Platinum,F,C4265,lawyer,04/11/1986,1429734,Kolkata,unmarried
Silver,M,C2126,business,02/04/1984,1848857,Mumbai,unmarried
Signature,F,C3433,lawyer,05/11/1979,1481937,Bangalore,married
Gold,F,C5398,lawyer,05/18/1985,1644984,Mumbai,unmarried
Gold,M,C5701,doctor,01/17/1989,664025,Kolkata,unmarried
Platinum,M,C4504,teacher,03/09/1974,652858,Kolkata,unmarried
Gold,F,C5870,doctor,09/03/1971,1463655,Delhi,unmarried
Platinum,M,C4430,engineer,03/29/1986,1267169,Bangalore,unmarried
Silver,M,C1844,engineer,04/27/1983,1183006,Chennai,unmarried
Signature,F,C3460,business,12/25/1981,1899473,Mumbai,married
Signature,M,C2535,lawyer,06/11/1983,1912620,Kolkata,unmarried
Platinum,M,C3578,lawyer,12/26/1972,1115839,Chennai,unmarried
Signature,F,C2409,engineer,08/12/1976,1816112,Chennai,unmarried
Silver,M,C1639,business,12/22/1971,1335541,Kolkata,unmarried
Platinum,M,C4300,engineer,01/28/1976,1521455,Bangalore,married
Silver,F,C2177,engineer,01/28/1978,1483901,Mumbai,married
Silver,M,C1849,lawyer,06/26/1970,1373865,Kolkata,unmarried
Signature,F,C2411,doctor,10/22/1970,1408760,Kolkata,married
Silver,M,C1170,business,11/02/1973,1879014,Kolkata,unmarried
Gold,F,C5161,doctor,03/14/1973,1704089,Kolkata,unmarried
Silver,F,C1788,lawyer,02/20/1988,2005104,Kolkata,unmarried
Gold,F,C5547,engineer,01/17/1988,1134174,Delhi,unmarried
Silver,M,C1875,teacher,03/22/1979,1867340,Bangalore,unmarried
Gold,M,C5752,engineer,03/13/1974,774369,Kolkata,married
Silver,F,C2022,lawyer,04/03/1971,1337183,Mumbai,married
Gold,M,C5851,doctor,06/17/1988,1507283,Bangalore,unmarried
Platinum,M,C4277,business,10/29/1975,1589689,Mumbai,married
Silver,M,C1115,lawyer,11/06/1970,657998,Bangalore,unmarried
Gold,M,C5244,engineer,08/05/1984,1528375,Mumbai,unmarried
Platinum,M,C3520,business,04/25/1974,1652123,Kolkata,unmarried
Signature,F,C3129,business,12/04/1973,1101858,Chennai,unmarried
Platinum,F,C3681,doctor,08/12/1971,1724465,Bangalore,married
Silver,M,C1439,lawyer,08/13/1979,838331,Mumbai,married
Gold,F,C5270,lawyer,12/12/1985,694895,Kolkata,married
Signature,M,C3078,lawyer,03/15/1984,695443,Delhi,married
Gold,F,C4907,engineer,11/05/1975,1034116,Delhi,married
Platinum,M,C4392,doctor,03/22/1984,729812,Mumbai,married
Gold,M,C5058,teacher,03/06/1970,984430,Mumbai,married
Gold,M,C5912,lawyer,06/25/1986,1483886,Mumbai,unmarried
Gold,F,C5653,business,08/14/1977,1511948,Kolkata,unmarried
Platinum,M,C4375,doctor,02/12/1972,734960,Delhi,unmarried
Silver,F,C1126,doctor,01/06/1974,1159079,Mumbai,married
Platinum,F,C4020,business,12/11/1986,1746943,Kolkata,married
Gold,F,C5117,teacher,01/14/1982,1387362,Mumbai,married
Gold,M,C5232,engineer,07/10/1984,1704534,Bangalore,married
Silver,M,C1790,engineer,08/13/1982,851843,Chennai,unmarried
Platinum,M,C4547,teacher,05/18/1987,1405610,Mumbai,married
Platinum,M,C3800,business,09/07/1987,1680443,Chennai,married
Silver,F,C2249,business,11/29/1972,1881495,Delhi,unmarried
Platinum,M,C3518,doctor,07/01/1976,1301603,Chennai,unmarried
Silver,M,C1999,doctor,01/13/1971,1731890,Chennai,unmarried
Silver,M,C2130,lawyer,07/23/1970,1511044,Delhi,unmarried
Platinum,M,C4488,doctor,08/17/1987,1653668,Chennai,unmarried
Gold,M,C4987,lawyer,09/19/1986,1663385,Bangalore,married
Gold,M,C5229,teacher,09/13/1976,1414360,Delhi,unmarried
Gold,M,C5501,business,08/09/1981,774190,Bangalore,married
Gold,M,C5417,business,09/04/1988,1238099,Delhi,unmarried
Platinum,M,C3542,lawyer,06/29/1985,1473086,Mumbai,married
Silver,F,C1391,business,04/07/1983,640009,Mumbai,married
Gold,M,C5896,business,01/21/1986,914268,Mumbai,unmarried
Platinum,F,C3706,doctor,01/09/1982,1871766,Kolkata,married
Gold,M,C5766,engineer,11/04/1978,1000612,Mumbai,married
Gold,F,C5343,doctor,01/27/1970,950240,Mumbai,unmarried
Signature,M,C3471,engineer,07/27/1978,1190243,Chennai,unmarried
Platinum,F,C3926,business,01/12/1972,1204500,Chennai,unmarried
Silver,F,C2223,teacher,08/24/1974,739045,Chennai,unmarried
Platinum,M,C4319,teacher,10/22/1978,1061216,Delhi,married
Signature,M,C2292,engineer,01/22/1973,1374115,Bangalore,unmarried
Gold,M,C5468,lawyer,10/07/1975,628616,Chennai,unmarried
Silver,M,C1672,lawyer,03/05/1981,1002420,Mumbai,unmarried
Silver,M,C2027,doctor,04/17/1975,1493604,Chennai,married
Silver,F,C1020,doctor,02/05/1970,954134,Mumbai,married
Silver,F,C1494,doctor,01/18/1971,930771,Mumbai,married
Platinum,F,C3696,business,10/21/1988,854649,Bangalore,married
Silver,M,C1280,doctor,04/22/1983,1782088,Delhi,married
Platinum,M,C3802,doctor,12/12/1982,1460542,Bangalore,unmarried
Signature,F,C3012,business,03/03/1986,1464128,Chennai,married
Silver,F,C1781,doctor,04/25/1985,948339,Mumbai,married
Gold,F,C5261,lawyer,12/31/1971,1009033,Delhi,married
Silver,F,C1724,business,08/20/1975,852483,Delhi,unmarried
Signature,M,C2970,lawyer,08/21/1986,1606251,Kolkata,unmarried
Signature,M,C2761,lawyer,12/06/1970,1294538,Bangalore,married
Platinum,F,C3915,business,12/29/1984,1347328,Delhi,unmarried
Gold,F,C5910,doctor,03/27/1981,806104,Kolkata,unmarried
Silver,M,C1782,teacher,09/26/1976,1575387,Bangalore,unmarried
Silver,M,C1701,lawyer,04/01/1984,1467582,Mumbai,married
Silver,M,C1999,doctor,01/13/1971,1731890,Chennai,unmarried
Platinum,F,C4079,doctor,01/11/1975,1328760,Kolkata,married
Gold,M,C5850,doctor,10/17/1973,1784826,Delhi,unmarried
Silver,F,C1391,business,04/07/1983,640009,Mumbai,married
Signature,F,C2814,engineer,07/18/1988,811711,Bangalore,unmarried
Silver,F,C1592,teacher,01/04/1971,1604117,Delhi,unmarried
Gold,F,C4954,lawyer,01/23/1982,1938719,Bangalore,unmarried
Platinum,F,C4498,engineer,07/06/1976,1061452,Bangalore,married
Silver,M,C1639,business,12/22/1971,1335541,Kolkata,unmarried
Signature,M,C2662,teacher,01/24/1974,1427863,Delhi,unmarried
Gold,M,C5084,engineer,06/17/1983,1346150,Kolkata,married
Signature,M,C3436,business,02/04/1976,1420673,Chennai,unmarried
Silver,M,C1929,engineer,05/24/1974,1803775,Kolkata,married
Silver,M,C2208,engineer,03/20/1979,1300524,Mumbai,married
Silver,M,C1528,doctor,10/30/1987,1999556,Kolkata,married
Silver,M,C1712,engineer,04/03/1979,1282190,Mumbai,married
Platinum,F,C4522,business,11/03/1983,621868,Bangalore,unmarried
Gold,M,C4982,doctor,03/22/1977,1340281,Chennai,unmarried
Gold,F,C5202,lawyer,04/12/1982,827521,Chennai,married
Platinum,M,C4087,engineer,11/08/1981,1735607,Mumbai,unmarried
Silver,F,C1590,business,09/02/1976,1806482,Chennai,unmarried
Silver,F,C1191,teacher,07/09/1980,1833056,Chennai,unmarried
Silver,F,C1001,teacher,06/30/1984,1597926,Chennai,married
Platinum,M,C3507,doctor,11/03/1984,994562,Delhi,married
Platinum,M,C4349,engineer,12/10/1978,1191967,Mumbai,unmarried
Platinum,F,C4529,engineer,12/05/1978,1101239,Delhi,unmarried
Silver,M,C1386,engineer,11/01/1989,1094529,Bangalore,married
Signature,M,C3002,doctor,04/03/1970,1088569,Bangalore,unmarried
Gold,M,C5073,engineer,03/23/1985,1955279,Chennai,unmarried
Signature,M,C2824,business,06/19/1980,1252669,Delhi,unmarried
Gold,M,C5871,engineer,08/01/1980,1355793,Kolkata,married
Platinum,F,C3883,teacher,11/01/1988,1920090,Delhi,married
Gold,M,C5770,business,09/15/1988,828166,Bangalore,married
Silver,M,C1933,doctor,04/20/1975,1761386,Kolkata,unmarried
Platinum,F,C3651,teacher,01/29/1985,1593580,Delhi,unmarried
Platinum,F,C4122,engineer,06/14/1983,1626651,Delhi,unmarried
Signature,F,C2423,teacher,11/13/1975,983430,Chennai,married
Gold,F,C5538,engineer,11/01/1979,1847634,Mumbai,married
Gold,M,C5468,lawyer,10/07/1975,628616,Chennai,unmarried
Signature,F,C2616,lawyer,10/21/1983,1342828,Mumbai,married
Gold,F,C5559,doctor,06/13/1989,1018794,Bangalore,unmarried
Signature,F,C2431,doctor,08/01/1981,1269175,Mumbai,married
Signature,M,C2526,lawyer,01/18/1982,1471229,Delhi,unmarried
Silver,F,C1971,teacher,07/10/1984,864428,Delhi,married
Silver,M,C1156,doctor,08/02/1987,1028215,Kolkata,unmarried
Silver,M,C2196,business,12/06/1973,1500660,Chennai,unmarried
Signature,M,C2962,engineer,01/20/1980,1903600,Bangalore,unmarried
Platinum,F,C4403,lawyer,05/18/1971,1488507,Mumbai,married
Silver,M,C2028,engineer,12/11/1971,858003,Delhi,unmarried
Gold,F,C5185,engineer,01/25/1979,1629573,Kolkata,married
Signature,F,C3367,engineer,06/14/1974,1830191,Chennai,married
Gold,F,C5727,engineer,08/12/1973,965687,Bangalore,married
Silver,F,C1262,doctor,09/24/1979,898837,Chennai,married
Silver,M,C1714,engineer,02/02/1975,1974436,Bangalore,married
Silver,F,C1327,lawyer,12/02/1982,1428005,Kolkata,married
Silver,M,C1086,doctor,11/06/1979,1031215,Bangalore,married
Platinum,F,C4371,doctor,11/04/1975,1360733,Mumbai,unmarried
Silver,F,C1233,teacher,04/08/1971,723820,Bangalore,married
Signature,F,C3082,lawyer,07/20/1986,1051782,Chennai,unmarried
Silver,M,C1830,business,07/02/1973,1491912,Kolkata,unmarried
Signature,M,C2650,doctor,12/08/1974,796498,Chennai,unmarried
Platinum,F,C4233,business,09/21/1983,908300,Delhi,unmarried
Signature,M,C2957,business,08/07/1976,1916503,Chennai,married
Platinum,F,C3531,business,09/12/1978,1948891,Chennai,unmarried
Gold,F,C5557,business,05/10/1979,1568527,Chennai,unmarried
Gold,F,C4912,lawyer,05/28/1970,898818,Mumbai,married
Signature,M,C2801,business,02/17/1976,634886,Kolkata,unmarried
Signature,M,C3074,lawyer,01/31/1979,1680194,Chennai,unmarried
Signature,F,C3193,engineer,07/15/1973,1286297,Mumbai,unmarried
Platinum,F,C3997,doctor,09/03/1973,1927074,Bangalore,married
Silver,M,C1149,lawyer,01/31/1977,1572419,Chennai,married
Gold,F,C5148,doctor,05/05/1986,1335198,Mumbai,unmarried
Platinum,F,C4685,lawyer,04/25/1972,969337,Mumbai,married
Platinum,F,C4271,teacher,05/01/1975,1599970,Kolkata,married
Platinum,M,C3647,doctor,02/25/1980,874395,Mumbai,married
Silver,F,C2161,doctor,02/18/1983,1382434,Bangalore,married
Signature,M,C3056,doctor,11/21/1970,1314727,Delhi,married
Gold,M,C5242,lawyer,12/05/1978,1617917,Mumbai,married
Signature,F,C2699,engineer,02/12/1977,1447528,Delhi,unmarried
Gold,F,C5718,business,07/14/1984,1563829,Bangalore,married
Gold,F,C5860,engineer,01/19/1988,1887430,Mumbai,married
Signature,F,C2859,lawyer,11/16/1975,1598856,Bangalore,married
Signature,F,C3432,teacher,04/24/1977,1615229,Mumbai,married
Platinum,M,C4734,lawyer,06/19/1979,878886,Mumbai,unmarried
Gold,F,C5999,teacher,03/05/1972,634958,Kolkata,married
Platinum,F,C3515,lawyer,08/27/1982,1421440,Bangalore,unmarried
Silver,M,C2130,lawyer,07/23/1970,1511044,Delhi,unmarried
Platinum,M,C3833,lawyer,01/08/1979,1937299,Delhi,married
Gold,M,C5455,business,03/23/1972,1385902,Delhi,married
Platinum,F,C4568,engineer,03/22/1971,1716351,Delhi,unmarried
Gold,F,C5957,engineer,06/19/1971,1226401,Mumbai,unmarried
Platinum,F,C4741,lawyer,06/28/1977,1210420,Kolkata,unmarried
Silver,F,C2145,doctor,08/16/1988,1309079,Chennai,unmarried
Signature,F,C3099,lawyer,08/12/1980,774706,Delhi,unmarried
Gold,M,C4801,lawyer,06/04/1979,1164726,Mumbai,married
Silver,M,C1483,doctor,05/06/1980,1346766,Bangalore,married
Signature,F,C2937,doctor,06/07/1983,1659620,Mumbai,married
Platinum,F,C3627,engineer,06/23/1986,620691,Bangalore,unmarried
Silver,M,C1370,teacher,09/17/1989,1130636,Delhi,married
Platinum,F,C3690,business,10/24/1983,1536111,Kolkata,married
Platinum,F,C4313,lawyer,06/20/1985,1960312,Kolkata,unmarried
Platinum,F,C4480,business,01/18/1989,1265656,Mumbai,unmarried
Signature,M,C2986,doctor,12/16/1983,1740084,Chennai,married
Signature,M,C3300,business,03/29/1987,798797,Delhi,married
Gold,F,C5860,engineer,01/19/1988,1887430,Mumbai,married
Gold,M,C5082,lawyer,12/14/1987,1582702,Delhi,unmarried
Platinum,M,C4190,business,01/02/1988,1342593,Mumbai,married
Gold,F,C4869,engineer,04/12/1971,1265834,Kolkata,married
Platinum,F,C4602,lawyer,06/25/1975,1285138,Kolkata,unmarried
Signature,F,C3138,lawyer,10/14/1972,760288,Chennai,married
Silver,F,C1837,teacher,01/15/1984,922249,Mumbai,married
Platinum,F,C4150,business,12/18/1970,1975613,Chennai,married
Silver,M,C1705,doctor,12/10/1987,1756401,Bangalore,married
Signature,F,C3398,engineer,06/10/1983,1483142,Mumbai,married
Signature,M,C2759,engineer,12/09/1974,1212370,Mumbai,unmarried
Gold,F,C5792,engineer,03/18/1978,1759581,Kolkata,unmarried
Gold,F,C5629,lawyer,09/03/1980,1173095,Bangalore,unmarried
Gold,M,C4825,teacher,08/23/1985,615753,Delhi,married
Platinum,M,C4667,engineer,09/01/1981,1623687,Mumbai,unmarried
Platinum,F,C3828,teacher,02/09/1972,942316,Kolkata,unmarried
Platinum,F,C3588,teacher,05/29/1973,826279,Chennai,unmarried
Silver,M,C2015,business,05/17/1983,984887,Bangalore,married
Platinum,F,C4294,teacher,05/10/1975,1329749,Mumbai,unmarried
Platinum,F,C4191,lawyer,01/04/1980,818761,Chennai,married
Platinum,F,C3955,lawyer,11/06/1980,1192317,Kolkata,married
Platinum,M,C4552,business,06/09/1985,620676,Delhi,unmarried
Silver,M,C2095,engineer,04/20/1973,939029,Delhi,unmarried
Gold,F,C5367,engineer,06/23/1984,1309144,Mumbai,unmarried
Silver,M,C1026,engineer,05/29/1977,1078491,Delhi,unmarried
Gold,F,C5495,lawyer,01/26/1981,1682576,Bangalore,married
Gold,F,C5818,doctor,01/31/1983,1799162,Mumbai,married
Gold,M,C4888,engineer,01/31/1982,990406,Delhi,married
Platinum,F,C3563,teacher,01/24/1983,1172334,Chennai,unmarried
Platinum,F,C3915,business,12/29/1984,1347328,Delhi,unmarried
Platinum,F,C4279,doctor,10/16/1973,1211215,Chennai,unmarried
Signature,F,C2673,lawyer,08/07/1973,1465953,Bangalore,unmarried
Signature,F,C2297,business,11/16/1977,913811,Kolkata,unmarried
Platinum,F,C4233,business,09/21/1983,908300,Delhi,unmarried
Signature,M,C2969,teacher,08/25/1974,1972551,Delhi,married
Silver,M,C1843,engineer,12/10/1976,1109371,Mumbai,unmarried
Gold,M,C5770,business,09/15/1988,828166,Bangalore,married
Silver,M,C1881,engineer,04/14/1976,910640,Bangalore,unmarried
Platinum,M,C4036,doctor,06/05/1971,1958560,Mumbai,married
Platinum,M,C3779,doctor,06/01/1978,985118,Chennai,married
Silver,F,C1582,teacher,03/17/1970,902446,Chennai,married
Silver,M,C1622,business,10/22/1982,1751277,Kolkata,unmarried
Platinum,F,C4376,business,04/27/1983,801514,Bangalore,married
Signature,M,C3457,lawyer,08/03/1981,1626066,Mumbai,unmarried
Platinum,F,C4052,teacher,06/27/1978,1675100,Mumbai,unmarried
Gold,M,C4839,business,05/12/1983,1444874,Mumbai,unmarried
Silver,M,C1763,teacher,03/02/1988,792043,Chennai,unmarried
Signature,M,C2938,business,02/08/1974,1714018,Chennai,unmarried
Silver,F,C1700,lawyer,10/28/1971,1936302,Bangalore,unmarried
Signature,F,C3348,teacher,05/03/1978,1390661,Mumbai,married
Gold,F,C5145,teacher,08/30/1972,1221330,Bangalore,married
Platinum,F,C3985,business,11/26/1984,708160,Chennai,unmarried
Platinum,M,C4401,engineer,08/26/1983,763067,Kolkata,unmarried
Platinum,F,C3687,doctor,12/05/1989,974902,Delhi,married
Gold,M,C4944,doctor,02/16/1974,877653,Bangalore,unmarried
Platinum,F,C3748,engineer,06/14/1970,1244692,Mumbai,unmarried
Platinum,F,C4526,lawyer,06/02/1971,1948307,Mumbai,married
Silver,M,C1909,business,03/08/1986,1942189,Kolkata,married
Silver,F,C1208,lawyer,06/05/1975,1282056,Kolkata,unmarried
Silver,M,C1325,business,12/05/1975,1668227,Delhi,married
Signature,F,C2486,business,11/12/1982,1467962,Kolkata,unmarried
Platinum,F,C4147,doctor,04/19/1974,1634241,Mumbai,married
Platinum,M,C4550,engineer,03/16/1986,1283131,Mumbai,unmarried
Signature,M,C3006,lawyer,05/26/1972,1949004,Bangalore,married
Signature,F,C2335,lawyer,09/15/1988,875051,Bangalore,married
Signature,M,C3161,business,04/26/1970,731656,Kolkata,unmarried
Signature,F,C2960,business,08/16/1970,942428,Mumbai,unmarried
Silver,M,C2080,doctor,11/09/1970,938927,Chennai,unmarried
Platinum,M,C3722,business,05/20/1972,1938254,Bangalore,unmarried
Gold,F,C5565,business,01/01/1983,1084951,Mumbai,unmarried
Signature,F,C3075,lawyer,08/30/1979,806233,Mumbai,married
Platinum,M,C4509,business,07/11/1983,1796888,Kolkata,married
Platinum,F,C3764,business,10/22/1982,1714471,Mumbai,married
Signature,M,C2555,engineer,12/27/1972,1563938,Kolkata,unmarried
Signature,F,C2283,doctor,10/02/1981,1524619,Delhi,married
Gold,M,C4933,doctor,09/09/1979,1154253,Chennai,married
Gold,M,C5167,business,04/30/1973,1754655,Bangalore,married
Silver,F,C2000,lawyer,01/03/1977,1647224,Delhi,unmarried
Gold,F,C5517,business,11/10/1975,926030,Delhi,unmarried
Silver,M,C1620,lawyer,12/05/1977,946975,Mumbai,unmarried
Platinum,F,C4055,teacher,12/03/1989,1567884,Mumbai,married
Signature,F,C2997,lawyer,06/11/1977,1563907,Mumbai,married
Platinum,M,C4485,engineer,04/03/1981,1891133,Kolkata,married
Platinum,M,C3575,engineer,09/08/1988,1278530,Chennai,unmarried
Silver,F,C1935,lawyer,01/07/1978,1748906,Kolkata,married
Gold,M,C5801,business,08/03/1972,1130352,Delhi,married
Silver,F,C1426,teacher,05/21/1985,841719,Chennai,unmarried
Gold,F,C4879,doctor,07/15/1977,1269677,Kolkata,married
Silver,M,C1238,doctor,09/05/1980,1234556,Bangalore,married
Signature,M,C3276,business,10/06/1972,853276,Bangalore,unmarried
Platinum,F,C3600,teacher,02/15/1981,849824,Chennai,unmarried
Silver,M,C1767,doctor,01/10/1988,1167444,Bangalore,married
Gold,F,C5303,doctor,02/04/1974,1078921,Delhi,married
Silver,F,C1248,engineer,02/20/1984,1123560,Delhi,unmarried
Platinum,F,C4175,business,03/05/1989,1795659,Bangalore,unmarried
Gold,M,C5425,teacher,09/07/1986,1500663,Kolkata,married
Signature,M,C2609,doctor,02/18/1981,1320456,Bangalore,married
Signature,F,C2718,doctor,06/06/1970,663584,Delhi,unmarried
Gold,F,C5676,business,02/28/1970,1374893,Delhi,married
Platinum,F,C3812,lawyer,11/12/1977,1920280,Kolkata,unmarried
Gold,F,C5966,teacher,03/18/1983,1838499,Bangalore,unmarried
Silver,M,C1490,doctor,06/26/1985,1974289,Mumbai,unmarried
Signature,F,C2455,doctor,01/03/1975,937641,Chennai,married
Gold,F,C5017,lawyer,12/13/1979,741131,Kolkata,unmarried
Silver,F,C1973,teacher,10/13/1975,885537,Delhi,married
Silver,F,C1551,teacher,11/25/1984,1709619,Chennai,married
Signature,F,C3198,engineer,12/17/1972,1205864,Chennai,married
Silver,F,C1256,doctor,09/25/1977,1964918,Kolkata,married
Platinum,M,C4229,engineer,11/21/1972,1589634,Delhi,married
Gold,F,C5957,engineer,06/19/1971,1226401,Mumbai,unmarried
Silver,M,C1060,lawyer,10/18/1983,1402444,Delhi,married
Signature,F,C2980,doctor,07/05/1981,1105042,Chennai,married
Silver,M,C1877,business,01/20/1981,866785,Mumbai,unmarried
Platinum,M,C3637,engineer,01/08/1971,799653,Mumbai,unmarried
Signature,M,C2701,doctor,03/21/1981,1615479,Delhi,unmarried
Signature,M,C2425,business,06/01/1973,1295626,Chennai,married
Platinum,M,C4165,business,09/07/1978,1306765,Delhi,unmarried
Silver,F,C1302,engineer,07/22/1972,1125770,Bangalore,unmarried
Gold,M,C5152,teacher,11/01/1988,1865217,Kolkata,unmarried
